,Booking ID,Status,Passenger status,Passengers,Actual Pickup Time,Actual Dropoff Time,pickup_index,pickup_name,pickup_district,pickup_latitude,pickup_longitude,index_dropoff,name_dropoff,district_dropoff,latitude_dropoff,longitude_dropoff,Pickup Hour,Pickup Day
43,253858,Validated,Trip completed,1,2024-09-01 17:06:00,2024-09-01 17:15:00,29.0,"Beilngries, Rathaus",Beilngries,49.035103,11.474083,38.0,"Paulushofen, Dorfstraße",Paulushofen,49.010337,11.502283,17,6
44,254067,Validated,Trip completed,1,2024-09-01 17:10:00,2024-09-01 17:15:00,19.0,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,38.0,"Paulushofen, Dorfstraße",Paulushofen,49.010337,11.502283,17,6
45,253370,Cancelled by client,Cancelled,3,2024-09-01 17:15:00,2024-09-01 17:54:00,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,66.0,"Wiesenhofen, Kirche",Litterzhofen,49.043035,11.412738,17,6
46,252688,Cancelled by client,Cancelled,2,2024-09-01 17:32:00,2024-09-01 17:42:00,46.0,"Aschbuch, Waldsiedlung",Aschbuch,48.976207,11.491877,,,,,,17,6
47,254100,Cancelled by driver,Cancelled,3,2024-09-01 17:33:00,2024-09-01 17:40:00,64.0,"Plankstetten, Biberbacher Straße",Biberbach,49.068532,11.455142,27.0,"Beilngries, Hafen",Beilngries,49.041112,11.47124,17,6
48,253031,Changed by client,Cancelled,1,2024-09-01 17:42:00,2024-09-01 17:57:00,,,,,,65.0,"Litterzhofen, Kirche",Plakstetten,49.069082,11.40739,17,6
49,253753,Cancelled by client,Cancelled,1,2024-09-01 17:46:00,2024-09-01 18:16:00,30.0,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,17,6
50,254122,Validated,Trip completed,2,2024-09-01 17:51:00,2024-09-01 17:57:00,53.0,Amtmannsdorf,Amtmannsdorf,48.998413,11.530053,,,,,,17,6
51,254108,Cancelled by driver,Cancelled,1,2024-09-01 18:02:00,2024-09-01 18:23:00,30.0,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,18,6
52,253143,Validated,Trip completed,1,2024-09-01 18:11:00,2024-09-01 18:25:00,8.0,"Haunstetten, Gewerbegebiet",Haunstetten,49.017505,11.404733,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,18,6
53,252300,Validated,Trip completed,1,2024-09-01 18:15:00,2024-09-01 18:22:00,4.0,"Kinding, Marktplatz",Kinding,49.000562,11.38279,1.0,"Enkering, Maibaum",Enkering,48.992498,11.363953,18,6
54,254129,Cancelled by driver,Cancelled,3,2024-09-01 18:25:00,2024-09-01 19:03:00,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,27.0,"Beilngries, Hafen",Beilngries,49.041112,11.47124,18,6
55,254024,Validated,Trip completed,1,2024-09-01 18:49:00,2024-09-01 18:57:00,46.0,"Aschbuch, Waldsiedlung",Aschbuch,48.976207,11.491877,,,,,,18,6
56,254128,Validated,Trip completed,1,2024-09-01 18:37:00,2024-09-01 18:49:00,29.0,"Beilngries, Rathaus",Beilngries,49.035103,11.474083,38.0,"Paulushofen, Dorfstraße",Paulushofen,49.010337,11.502283,18,6
57,253371,Cancelled by client,Cancelled,3,2024-09-01 18:47:00,2024-09-01 18:59:00,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,66.0,"Wiesenhofen, Kirche",Litterzhofen,49.043035,11.412738,18,6
58,253843,Cancelled by client,Cancelled,1,2024-09-01 19:10:00,2024-09-01 19:27:00,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,27.0,"Beilngries, Hafen",Beilngries,49.041112,11.47124,19,6
59,254019,Cancelled by client,Cancelled,1,2024-09-01 19:18:00,2024-09-01 19:53:00,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,35.0,"Beilngries, Freibad",Beilngries,49.027045,11.473085,19,6
60,253849,Validated,Trip completed,6,2024-09-01 19:22:00,2024-09-01 19:37:00,,,,,,40.0,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,19,6
61,254135,Validated,Trip completed,1,2024-09-01 19:30:00,2024-09-01 19:37:00,36.0,"Paulushofen, Am Haar",Paulushofen,49.013625,11.502735,40.0,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,19,6
62,253887,Validated,Trip completed,1,2024-09-01 19:51:00,2024-09-01 19:55:00,30.0,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,10.0,"Pfraundorf, Dorfplatz",Pfraundorf,49.005142,11.445253,19,6
63,253851,Validated,Trip completed,1,2024-09-01 20:22:00,2024-09-01 20:33:00,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,27.0,"Beilngries, Hafen",Beilngries,49.041112,11.47124,20,6
64,253897,Cancelled by client,Cancelled,1,2024-09-01 20:15:00,2024-09-01 20:29:00,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,27.0,"Beilngries, Hafen",Beilngries,49.041112,11.47124,20,6
65,254146,Cancelled by driver,Cancelled,1,2024-09-01 20:22:00,2024-09-01 20:27:00,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,19.0,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,20,6
66,253501,Validated,Trip completed,1,2024-09-02 05:16:00,2024-09-02 05:28:00,22.0,"Beilngries, Kelheimer Straße",Beilngries,49.032928,11.479163,8.0,"Haunstetten, Gewerbegebiet",Haunstetten,49.017505,11.404733,5,0
67,254159,Cancelled by client,Cancelled,1,2024-09-02 05:18:00,2024-09-02 05:30:00,31.0,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885,8.0,"Haunstetten, Gewerbegebiet",Haunstetten,49.017505,11.404733,5,0
68,241741,Validated,Trip completed,1,2024-09-02 05:23:00,2024-09-02 05:28:00,67.0,Kaldorf,Wiesenhofen,49.048472,11.431715,8.0,"Haunstetten, Gewerbegebiet",Haunstetten,49.017505,11.404733,5,0
69,243194,Validated,Trip completed,1,2024-09-02 05:35:00,2024-09-02 05:43:00,1.0,"Enkering, Maibaum",Enkering,48.992498,11.363953,8.0,"Haunstetten, Gewerbegebiet",Haunstetten,49.017505,11.404733,5,0
70,254390,Cancelled by client,Cancelled,1,2024-09-02 05:57:00,2024-09-02 06:12:00,27.0,"Beilngries, Hafen",Beilngries,49.041112,11.47124,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,5,0
71,244944,Cancelled by client,Cancelled,1,2024-09-02 06:03:00,2024-09-02 06:20:00,59.0,"Kevenhuell, Kirche",Leising,49.058008,11.516585,8.0,"Haunstetten, Gewerbegebiet",Haunstetten,49.017505,11.404733,6,0
72,254288,Cancelled by client,Cancelled,1,2024-09-02 06:24:00,2024-09-02 06:33:00,19.0,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,41.0,"Grampersdorf, Kirchstraße",Grampersdorf,48.97066,11.475578,6,0
73,251400,Validated,Trip completed,1,2024-09-02 06:36:00,2024-09-02 06:44:00,,,,,,33.0,"Beilngries, Bauhofstraße",Beilngries,49.031608,11.461872,6,0
74,243983,Cancelled by client,Cancelled,1,2024-09-02 06:56:00,2024-09-02 07:11:00,40.0,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,6,0
75,254181,Validated,Trip completed,1,2024-09-02 06:56:00,2024-09-02 07:06:00,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,33.0,"Beilngries, Bauhofstraße",Beilngries,49.031608,11.461872,6,0
76,246892,Validated,Trip completed,1,2024-09-02 07:15:00,2024-09-02 07:26:00,4.0,"Kinding, Marktplatz",Kinding,49.000562,11.38279,31.0,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885,7,0
77,249486,Cancelled by client,Cancelled,1,2024-09-02 07:27:00,2024-09-02 07:42:00,66.0,"Wiesenhofen, Kirche",Litterzhofen,49.043035,11.412738,19.0,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,7,0
78,245187,Validated,Trip completed,1,2024-09-02 07:35:00,2024-09-02 07:50:00,20.0,"Beilngries, ZOB",Beilngries,49.032173,11.476295,8.0,"Haunstetten, Gewerbegebiet",Haunstetten,49.017505,11.404733,7,0
79,245910,Validated,Trip completed,1,2024-09-02 07:40:00,2024-09-02 07:56:00,22.0,"Beilngries, Kelheimer Straße",Beilngries,49.032928,11.479163,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,7,0
80,254267,Validated,Trip completed,1,2024-09-02 07:40:00,2024-09-02 07:56:00,23.0,"Beilngries, An der Leitn",Beilngries,49.030037,11.484332,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,7,0
81,254096,Validated,Trip completed,1,2024-09-02 08:17:00,2024-09-02 08:39:00,25.0,"Beilngries, Ottmaringer Straße",Beilngries,49.038975,11.480128,53.0,Amtmannsdorf,Amtmannsdorf,48.998413,11.530053,8,0
82,251701,Cancelled by client,Cancelled,1,2024-09-02 08:15:00,2024-09-02 08:31:00,23.0,"Beilngries, An der Leitn",Beilngries,49.030037,11.484332,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,8,0
83,253231,Validated,Trip completed,1,2024-09-02 08:31:00,2024-09-02 08:42:00,50.0,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612,29.0,"Beilngries, Rathaus",Beilngries,49.035103,11.474083,8,0
84,247604,Validated,Trip completed,1,2024-09-02 08:55:00,2024-09-02 09:11:00,40.0,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,19.0,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,8,0
85,254335,Cancelled by driver,Cancelled,1,2024-09-02 09:11:00,2024-09-02 09:43:00,19.0,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,4.0,"Kinding, Marktplatz",Kinding,49.000562,11.38279,9,0
86,253718,Validated,Trip completed,3,2024-09-02 09:18:00,2024-09-02 09:27:00,11.0,"Kratzmuehle, Seerestaurant",Pfraundorf,49.004607,11.447705,25.0,"Beilngries, Ottmaringer Straße",Beilngries,49.038975,11.480128,9,0
87,253469,Cancelled by driver,Cancelled,1,2024-09-02 09:43:00,2024-09-02 09:45:00,1.0,"Enkering, Maibaum",Enkering,48.992498,11.363953,4.0,"Kinding, Marktplatz",Kinding,49.000562,11.38279,9,0
88,254465,Cancelled by driver,Cancelled,1,2024-09-02 10:20:00,2024-09-02 10:32:00,29.0,"Beilngries, Rathaus",Beilngries,49.035103,11.474083,5.0,"Kinding, Schule",Kinding,49.000012,11.38727,10,0
89,252598,Validated,Trip completed,1,2024-09-02 10:33:00,2024-09-02 10:58:00,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,36.0,"Paulushofen, Am Haar",Paulushofen,49.013625,11.502735,10,0
90,252994,Cancelled by client,Cancelled,2,2024-09-02 10:48:00,2024-09-02 11:14:00,19.0,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,10,0
91,253721,Validated,Trip completed,3,2024-09-02 10:54:00,2024-09-02 11:08:00,25.0,"Beilngries, Ottmaringer Straße",Beilngries,49.038975,11.480128,11.0,"Kratzmuehle, Seerestaurant",Pfraundorf,49.004607,11.447705,10,0
92,254152,Validated,Trip completed,1,2024-09-02 10:49:00,2024-09-02 10:55:00,19.0,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,62.0,Goesselthal,Oberndorf,49.054378,11.463912,10,0
93,254449,Validated,Trip completed,1,2024-09-02 10:58:00,2024-09-02 11:14:00,30.0,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,10,0
94,254028,Cancelled by client,Cancelled,1,2024-09-02 10:48:00,2024-09-02 11:14:00,19.0,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,10,0
95,254486,Validated,Trip completed,1,2024-09-02 10:40:00,2024-09-02 10:50:00,38.0,"Paulushofen, Dorfstraße",Paulushofen,49.010337,11.502283,30.0,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,10,0
96,254492,Validated,Trip completed,1,2024-09-02 11:01:00,2024-09-02 11:14:00,29.0,"Beilngries, Rathaus",Beilngries,49.035103,11.474083,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,11,0
97,254511,Validated,Trip completed,1,2024-09-02 11:01:00,2024-09-02 11:14:00,29.0,"Beilngries, Rathaus",Beilngries,49.035103,11.474083,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,11,0
98,254504,Validated,Trip completed,1,2024-09-02 11:09:00,2024-09-02 11:17:00,53.0,Amtmannsdorf,Amtmannsdorf,48.998413,11.530053,18.0,"Beilngries, Utzmuehlweg",Beilngries,49.039483,11.467702,11,0
99,254340,Cancelled by client,Cancelled,1,2024-09-02 11:15:00,2024-09-02 11:30:00,27.0,"Beilngries, Hafen",Beilngries,49.041112,11.47124,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,11,0
100,254515,Cancelled by client,Cancelled,1,2024-09-02 11:19:00,2024-09-02 11:32:00,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,19.0,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,11,0
101,254338,Cancelled by client,Cancelled,1,2024-09-02 11:22:00,2024-09-02 11:37:00,27.0,"Beilngries, Hafen",Beilngries,49.041112,11.47124,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,11,0
102,251833,Validated,Trip completed,1,2024-09-02 11:28:00,2024-09-02 11:45:00,29.0,"Beilngries, Rathaus",Beilngries,49.035103,11.474083,50.0,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612,11,0
103,254295,Validated,Trip completed,1,2024-09-02 11:45:00,2024-09-02 11:52:00,50.0,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612,38.0,"Paulushofen, Dorfstraße",Paulushofen,49.010337,11.502283,11,0
104,254549,Validated,Trip completed,1,2024-09-02 11:58:00,2024-09-02 12:10:00,36.0,"Paulushofen, Am Haar",Paulushofen,49.013625,11.502735,64.0,"Plankstetten, Biberbacher Straße",Biberbach,49.068532,11.455142,11,0
105,254395,Cancelled by driver,Cancelled,3,2024-09-02 12:03:00,2024-09-02 12:26:00,27.0,"Beilngries, Hafen",Beilngries,49.041112,11.47124,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,12,0
106,254487,Validated,Trip completed,1,2024-09-02 12:04:00,2024-09-02 12:11:00,30.0,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,38.0,"Paulushofen, Dorfstraße",Paulushofen,49.010337,11.502283,12,0
107,254154,Validated,Trip completed,1,2024-09-02 12:24:00,2024-09-02 12:32:00,62.0,Goesselthal,Oberndorf,49.054378,11.463912,7.0,"Haunstetten, Kuehlerstrasse",Haunstetten,49.016552,11.413603,12,0
108,247605,Validated,Trip completed,2,2024-09-02 12:45:00,2024-09-02 12:56:00,30.0,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,40.0,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,12,0
109,254625,Validated,Trip completed,1,2024-09-02 13:16:00,2024-09-02 13:36:00,41.0,"Grampersdorf, Kirchstraße",Grampersdorf,48.97066,11.475578,,,,,,13,0
110,254363,Cancelled by client,Cancelled,1,2024-09-02 13:21:00,2024-09-02 13:32:00,30.0,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,40.0,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,13,0
111,254612,Validated,Trip completed,1,2024-09-02 13:26:00,2024-09-02 13:39:00,50.0,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612,30.0,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,13,0
112,254276,Validated,Trip completed,1,2024-09-02 13:25:00,2024-09-02 13:42:00,2.0,"Enkering, Feuerwehrhaus",Enkering,48.993652,11.361228,59.0,"Kevenhuell, Kirche",Leising,49.058008,11.516585,13,0
113,254244,Cancelled by client,Cancelled,1,2024-09-02 13:51:00,2024-09-02 14:27:00,50.0,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612,29.0,"Beilngries, Rathaus",Beilngries,49.035103,11.474083,13,0
114,254265,Validated,Trip completed,1,2024-09-02 13:57:00,2024-09-02 14:10:00,22.0,"Beilngries, Kelheimer Straße",Beilngries,49.032928,11.479163,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,13,0
115,254018,Cancelled by driver,Cancelled,1,2024-09-02 14:01:00,2024-09-02 14:06:00,38.0,"Paulushofen, Dorfstraße",Paulushofen,49.010337,11.502283,,,,,,14,0
116,251947,Validated,Trip completed,1,2024-09-02 14:14:00,2024-09-02 14:20:00,64.0,"Plankstetten, Biberbacher Straße",Biberbach,49.068532,11.455142,27.0,"Beilngries, Hafen",Beilngries,49.041112,11.47124,14,0
